format_name_text,version_text,format_text,last_updated_date,provenance_text,puid
Macromedia Director,PC,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-01-18 00:00:00.000,NULL,x-fmt/341
Microsoft FoxPro Memo,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-04 12:08:56.000,NULL,x-fmt/342
Microsoft Visual FoxPro Table,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/343
Microsoft Works Database,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/344
Microsoft Works Document,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/345
Microstation CAD Drawing,95,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/346
MultiMate Text File,4.x,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/347
Multipage Zsoft Paintbrush Bitmap Graphics,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/348
Nota Bene Text File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/349
OmniPage Pro Document,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/350
PageMaker Document,3.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/351
PageMaker Document,4.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/352
Professional Write Text File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/353
SAP Document,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/354
SAS Data File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/355
SAS for MS-DOS Database,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/356
Scanstudio 16-Colour Bitmap,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/357
StatGraphics Data File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/361
StratGraphics Data File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/362
SuperCalc Spreadsheet,4,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/363
SuperCalc Spreadsheet,5,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/364
TeX Binary File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/365
Truevision TGA Bitmap,1.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-03-16 00:00:00.000,NULL,x-fmt/367
VisiCalc Database,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/368
Vista Pro Graphics,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/369
WordStar for MS-DOS Document,3.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/370
XYWrite Document,III+,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/372
XYWrite Document,IV,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/373
Paint Shop Pro Image,8,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/376
dBASE for Windows database,5.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/380
Dia Graphics Format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.673,NULL,x-fmt/381
PCX,0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,fmt/86
PCX,2,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,fmt/87
PCX,3,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,fmt/88
PCX,4,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,fmt/89
PCX,5,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,fmt/90
Macromedia FLV,1,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,x-fmt/382
Flexible Image Transport System,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,x-fmt/383
Raw JPEG Stream,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,fmt/41
Still Picture Interchange File Format,1.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,fmt/112
Exchangeable Image File Format (Audio),2.1,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,x-fmt/389
Still Picture Interchange File Format,2.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,fmt/113
MPEG 1/2 Audio Layer 3,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 00:00:00.000,Digital Preservation Department.,fmt/134
Windows Bitmap,1.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,fmt/114
Windows Bitmap,2.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.
Windows bitmap 2.0 and OS/2 bitmap 1.0 are effectively the same format - the only difference is the data type of the width and height fields of the bitmap header – for Windows 2.0 bitmaps they are signed short integers, for OS/2 1.0 bitmaps they are unsigned shorts. For positive numbers the representation is the same. Consequently, the file formats cannot be distinguished with a file signature test. The PUID for OS/2 Bitmap 1.0 (x-fmt/25) has therefore been deprecated.",2011-07-11 12:08:56.000,NULL,fmt/115
Windows Bitmap,3.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,fmt/116
Windows Bitmap,3.0 NT,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,fmt/117
Windows Bitmap,4.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,fmt/118
Windows Bitmap,5.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,fmt/119
WordPerfect for MS-DOS Document,5.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,x-fmt/393
WordPerfect for MS-DOS/Windows Document,5.1,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,x-fmt/394
Exchangeable Image File Format (Audio),2.2,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,x-fmt/396
Exchangeable Image File Format (Audio),2.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2005-08-02 12:08:55.937,NULL,x-fmt/397
PostScript,2.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2006-02-11 00:00:00.000,NULL,x-fmt/406
PostScript,2.1,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2006-02-11 00:00:00.000,NULL,x-fmt/407
PostScript,3.0,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2006-02-11 00:00:00.000,NULL,x-fmt/408
MS-DOS Executable,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2006-02-17 00:00:00.000,NULL,x-fmt/409
Windows Portable Executable,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2006-02-17 00:00:00.000,NULL,x-fmt/411
Java Archive Format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-04-19 00:00:00.000,This format can be identified via a container signature in DROID version 6 or later. The PRONOM database cannot currently represent container signatures.,x-fmt/412
Tagged Image File Format for Image Technology (TIFF/IT),NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2007-02-02 00:00:00.000,NULL,fmt/153
Tagged Image File Format for Electronic Photography (TIFF/EP),NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-06-11 00:00:00.000,NULL,fmt/154
Geographic Tagged Image File Format (GeoTIFF),NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-06-11 00:00:00.000,NULL,fmt/155
Batch file (executable),NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2007-02-02 00:00:00.000,NULL,x-fmt/413
BinHex Binary Text,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2010-12-02 00:00:00.000,NULL,x-fmt/416
HTML Extension File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2007-02-02 00:00:00.000,NULL,x-fmt/417
Icon file format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-11 00:00:00.000,NULL,x-fmt/418
Text Configuration file,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2007-02-02 00:00:00.000,NULL,x-fmt/421
Java language source code file,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2007-02-02 00:00:00.000,NULL,x-fmt/422
JavaScript file,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2007-02-02 00:00:00.000,NULL,x-fmt/423
Deluxe Paint bitmap,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2007-02-02 00:00:00.000,NULL,x-fmt/424
Generic Library File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2007-02-02 00:00:00.000,NULL,x-fmt/425
Microsoft Windows Shortcut,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-10-22 00:00:00.000,Digital preservation research.,x-fmt/428
Microsoft Web Archive,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2007-07-10 00:00:00.000,NULL,x-fmt/429
Microsoft Outlook Email Message,97-2003,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2012-04-19 00:00:00.000,This format can be identified via a container signature in DROID version 6 or later. The PRONOM database cannot currently represent container signatures.,x-fmt/430
EBCDIC-US,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2008-04-17 00:00:00.000,NULL,fmt/159
CATIA Model,4,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-05-06 00:00:00.000,NULL,x-fmt/436
CATIA Project,4,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-04-06 00:00:00.000,NULL,x-fmt/437
CATIA,5,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-04-06 00:00:00.000,NULL,x-fmt/438
CATIA Model (Part Description),5,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-04-06 00:00:00.000,NULL,x-fmt/439
CATIA Product Description,5,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-04-06 00:00:00.000,NULL,x-fmt/440
AutoCAD Database File Locking Information,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-04-06 00:00:00.000,NULL,x-fmt/441
form*Z Project File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-04-06 00:00:00.000,NULL,x-fmt/442
Revit Family File,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-04-06 00:00:00.000,NULL,x-fmt/443
Revit Family Template,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-04-06 00:00:00.000,NULL,x-fmt/444
Revit Template,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-04-06 00:00:00.000,NULL,x-fmt/445
Revit External Group,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-04-06 00:00:00.000,NULL,x-fmt/446
Revit Project,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-04-06 00:00:00.000,NULL,x-fmt/447
Revit Workspace,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-04-06 00:00:00.000,NULL,x-fmt/448
Steel Detailing Neutral Format,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2011-11-09 00:00:00.000,NULL,x-fmt/449
Adobe InDesign Document,Generic,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2013-07-19 00:00:00.000,NULL,x-fmt/450
Microsoft Internet Shortcut,NULL,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-10-22 00:00:00.000,"Digital preservation research. Contains URL of network resource. Specific to MS Windows operating environment. Although this kind of file is not useful as a preservation target, it is important to identify it so it can be characterized as ephemeral data.",x-fmt/454
AutoCAD Drawing,2007-2008,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2018-09-13 00:00:00.000,NULL,x-fmt/455
Microsoft Excel for Macintosh,2001,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-09-28 00:00:00.000,NULL,fmt/175
Microsoft Excel for Macintosh,2002,"This is an outline record only, and requires further details, research or authentication to provide information that will enable users to further understand the format and to assess digital preservation risks associated with it if appropriate. If you are able to help by supplying any additional information concerning this entry, please return to the main PRONOM page and select ‘Add an Entry’.",2009-09-28 00:00:00.000,NULL,fmt/176
